id,ciudad,fecha,monto_venta
2846,Bucaramanga,2025-08-12,7696662
2847,Pereira,2025-08-12,35823840
2848,Manizales,2025-08-12,48112622
2849,Santa Marta,2025-08-12,9897103
2850,Cúcuta,2025-08-12,8211003
2851,Bogotá,2025-08-13,25002645
2852,Medellín,2025-08-13,25619623
2853,Cali,2025-08-13,30737170
2854,Barranquilla,2025-08-13,33992812
2855,Cartagena,2025-08-13,20588292
2856,Bucaramanga,2025-08-13,29872218
2857,Pereira,2025-08-13,23385760
2858,Manizales,2025-08-13,27638431
2859,Santa Marta,2025-08-13,41851802
2860,Cúcuta,2025-08-13,7314488
2861,Bogotá,2025-08-14,17727583
2862,Medellín,2025-08-14,37937996
2863,Cali,2025-08-14,18118339
2864,Barranquilla,2025-08-14,38960959
2865,Cartagena,2025-08-14,41490781
2866,Bucaramanga,2025-08-14,39675306
2867,Pereira,2025-08-14,39429072
2868,Manizales,2025-08-14,40443268
2869,Santa Marta,2025-08-14,23828803
2870,Cúcuta,2025-08-14,7694273
2871,Bogotá,2025-08-15,7090517
2872,Medellín,2025-08-15,6359407
2873,Cali,2025-08-15,49770608
2874,Barranquilla,2025-08-15,9573440
2875,Cartagena,2025-08-15,26045282
2876,Bucaramanga,2025-08-15,41409063
2877,Pereira,2025-08-15,17170088
2878,Manizales,2025-08-15,22552894
2879,Santa Marta,2025-08-15,23203234
2880,Cúcuta,2025-08-15,16712501
2881,Bogotá,2025-08-16,27217858
2882,Medellín,2025-08-16,14412370
2883,Cali,2025-08-16,20877481
2884,Barranquilla,2025-08-16,43037706
2885,Cartagena,2025-08-16,49410894
2886,Bucaramanga,2025-08-16,6532506
2887,Pereira,2025-08-16,45463851
2888,Manizales,2025-08-16,18129865
2889,Santa Marta,2025-08-16,33094473
2890,Cúcuta,2025-08-16,6056438
2891,Bogotá,2025-08-17,38592345
2892,Medellín,2025-08-17,13337643
2893,Cali,2025-08-17,17902609
2894,Barranquilla,2025-08-17,27600246
2895,Cartagena,2025-08-17,29372754
2896,Bucaramanga,2025-08-17,47295449
2897,Pereira,2025-08-17,25917719
2898,Manizales,2025-08-17,15299516
2899,Santa Marta,2025-08-17,18953182
2900,Cúcuta,2025-08-17,13029547
2901,Bogotá,2025-08-18,9232716
2902,Medellín,2025-08-18,15639066
2903,Cali,2025-08-18,25531083
2904,Barranquilla,2025-08-18,23685736
2905,Cartagena,2025-08-18,25368965
2906,Bucaramanga,2025-08-18,27334547
2907,Pereira,2025-08-18,10607194
2908,Manizales,2025-08-18,16416762
2909,Santa Marta,2025-08-18,46416554
2910,Cúcuta,2025-08-18,45577444
2911,Bogotá,2025-08-19,33695142
2912,Medellín,2025-08-19,18526561
2913,Cali,2025-08-19,39307722
2914,Barranquilla,2025-08-19,44133341
2915,Cartagena,2025-08-19,47909035
2916,Bucaramanga,2025-08-19,21005518
2917,Pereira,2025-08-19,26815770
2918,Manizales,2025-08-19,38195938
2919,Santa Marta,2025-08-19,21654054
2920,Cúcuta,2025-08-19,35355339
2921,Bogotá,2025-08-20,16177572
2922,Medellín,2025-08-20,19263533
2923,Cali,2025-08-20,29701913
2924,Barranquilla,2025-08-20,44772699
2925,Cartagena,2025-08-20,38295131
2926,Bucaramanga,2025-08-20,41538023
2927,Pereira,2025-08-20,6134269
2928,Manizales,2025-08-20,45812414
2929,Santa Marta,2025-08-20,13092394
2930,Cúcuta,2025-08-20,38106308
2931,Bogotá,2025-08-21,35818235
2932,Medellín,2025-08-21,23604572
2933,Cali,2025-08-21,20433911
2934,Barranquilla,2025-08-21,16868953
2935,Cartagena,2025-08-21,17365520
2936,Bucaramanga,2025-08-21,43962740
2937,Pereira,2025-08-21,46016784
2938,Manizales,2025-08-21,17348389
2939,Santa Marta,2025-08-21,21399262
2940,Cúcuta,2025-08-21,14142330
2941,Bogotá,2025-08-22,41248735
2942,Medellín,2025-08-22,39709185
2943,Cali,2025-08-22,25177764
2944,Barranquilla,2025-08-22,46551904
2945,Cartagena,2025-08-22,30629176
2946,Bucaramanga,2025-08-22,18061541
2947,Pereira,2025-08-22,39797899
2948,Manizales,2025-08-22,26097055
2949,Santa Marta,2025-08-22,29149451
2950,Cúcuta,2025-08-22,41362904
2951,Bogotá,2025-08-23,11677324
2952,Medellín,2025-08-23,29362673
2953,Cali,2025-08-23,46560027
2954,Barranquilla,2025-08-23,28844561
2955,Cartagena,2025-08-23,20905267
2956,Bucaramanga,2025-08-23,5319275
2957,Pereira,2025-08-23,33064397
2958,Manizales,2025-08-23,8102307
2959,Santa Marta,2025-08-23,40810439
2960,Cúcuta,2025-08-23,34888628
2961,Bogotá,2025-08-24,17233641
2962,Medellín,2025-08-24,41640820
2963,Cali,2025-08-24,11811952
2964,Barranquilla,2025-08-24,15414324
2965,Cartagena,2025-08-24,5269472
2966,Bucaramanga,2025-08-24,23736486
2967,Pereira,2025-08-24,18288647
2968,Manizales,2025-08-24,34075526
2969,Santa Marta,2025-08-24,20431490
2970,Cúcuta,2025-08-24,37478452
2971,Bogotá,2025-08-25,12127480
2972,Medellín,2025-08-25,22504944
2973,Cali,2025-08-25,9621924
2974,Barranquilla,2025-08-25,6331557
2975,Cartagena,2025-08-25,48211782
2976,Bucaramanga,2025-08-25,14307433
2977,Pereira,2025-08-25,35317677
2978,Manizales,2025-08-25,32167428
2979,Santa Marta,2025-08-25,8303237
2980,Cúcuta,2025-08-25,49243516
2981,Bogotá,2025-08-26,6072426
2982,Medellín,2025-08-26,26780027
2983,Cali,2025-08-26,5976671
2984,Barranquilla,2025-08-26,41189917
2985,Cartagena,2025-08-26,42537463
2986,Bucaramanga,2025-08-26,19900030
2987,Pereira,2025-08-26,24044262
2988,Manizales,2025-08-26,9232658
2989,Santa Marta,2025-08-26,13057682
2990,Cúcuta,2025-08-26,10216566
2991,Bogotá,2025-08-27,46805853
2992,Medellín,2025-08-27,15752651
2993,Cali,2025-08-27,19774723
2994,Barranquilla,2025-08-27,49780236
2995,Cartagena,2025-08-27,42484614
2996,Bucaramanga,2025-08-27,48132667
2997,Pereira,2025-08-27,13990869
2998,Manizales,2025-08-27,9270931
2999,Santa Marta,2025-08-27,26450977
3000,Cúcuta,2025-08-27,16969254
3001,Bogotá,2025-08-28,19877578
3002,Medellín,2025-08-28,12800826
3003,Cali,2025-08-28,9305071
3004,Barranquilla,2025-08-28,5065336
3005,Cartagena,2025-08-28,31416686
3006,Bucaramanga,2025-08-28,5157247
3007,Pereira,2025-08-28,38849165
3008,Manizales,2025-08-28,46893457
3009,Santa Marta,2025-08-28,26863818
3010,Cúcuta,2025-08-28,35410063
3011,Bogotá,2025-08-29,39441143
3012,Medellín,2025-08-29,14633138
3013,Cali,2025-08-29,39405967
3014,Barranquilla,2025-08-29,28610288
3015,Cartagena,2025-08-29,40798277
3016,Bucaramanga,2025-08-29,47378938
3017,Pereira,2025-08-29,20529063
3018,Manizales,2025-08-29,36127854
3019,Santa Marta,2025-08-29,20246357
3020,Cúcuta,2025-08-29,46957301
3021,Bogotá,2025-08-30,17324163
3022,Medellín,2025-08-30,47970970
3023,Cali,2025-08-30,34767655
3024,Barranquilla,2025-08-30,41115336
3025,Cartagena,2025-08-30,17502578
3026,Bucaramanga,2025-08-30,10659192
3027,Pereira,2025-08-30,14865043
3028,Manizales,2025-08-30,36104946
3029,Santa Marta,2025-08-30,40015494
3030,Cúcuta,2025-08-30,11278721
3031,Bogotá,2025-08-31,18930187
3032,Medellín,2025-08-31,33258875
3033,Cali,2025-08-31,16468600
3034,Barranquilla,2025-08-31,47958305
3035,Cartagena,2025-08-31,17883091
3036,Bucaramanga,2025-08-31,10218256
3037,Pereira,2025-08-31,40560040
3038,Manizales,2025-08-31,47240884
3039,Santa Marta,2025-08-31,32266087
3040,Cúcuta,2025-08-31,17626775
3041,Bogotá,2025-09-01,26923320
3042,Medellín,2025-09-01,33185677
3043,Cali,2025-09-01,47795795
3044,Barranquilla,2025-09-01,43656229
3045,Cartagena,2025-09-01,30631322
3046,Bucaramanga,2025-09-01,20924625
3047,Pereira,2025-09-01,49650223
3048,Manizales,2025-09-01,48601688
3049,Santa Marta,2025-09-01,49707645
3050,Cúcuta,2025-09-01,12502580
3051,Bogotá,2025-09-02,24202649
3052,Medellín,2025-09-02,16258346
3053,Cali,2025-09-02,44811410
3054,Barranquilla,2025-09-02,7726923
3055,Cartagena,2025-09-02,11097745
3056,Bucaramanga,2025-09-02,41408327
3057,Pereira,2025-09-02,8942023
3058,Manizales,2025-09-02,5888390
3059,Santa Marta,2025-09-02,7236804
3060,Cúcuta,2025-09-02,14681231
3061,Bogotá,2025-09-03,11369846
3062,Medellín,2025-09-03,6091927
3063,Cali,2025-09-03,28253379
3064,Barranquilla,2025-09-03,25044934
3065,Cartagena,2025-09-03,35192224
3066,Bucaramanga,2025-09-03,49603277
3067,Pereira,2025-09-03,22073063
3068,Manizales,2025-09-03,33493122
3069,Santa Marta,2025-09-03,32002290
3070,Cúcuta,2025-09-03,26346090
3071,Bogotá,2025-09-04,12926841
3072,Medellín,2025-09-04,39331358
3073,Cali,2025-09-04,43805358
3074,Barranquilla,2025-09-04,26070938
3075,Cartagena,2025-09-04,25246284
3076,Bucaramanga,2025-09-04,31295669
3077,Pereira,2025-09-04,35623502
3078,Manizales,2025-09-04,39971226
3079,Santa Marta,2025-09-04,29998786
3080,Cúcuta,2025-09-04,11094606
3081,Bogotá,2025-09-05,38528613
3082,Medellín,2025-09-05,32107755
3083,Cali,2025-09-05,44085719
3084,Barranquilla,2025-09-05,47035791
3085,Cartagena,2025-09-05,23836142
3086,Bucaramanga,2025-09-05,32912203
3087,Pereira,2025-09-05,10914140
3088,Manizales,2025-09-05,25324530
3089,Santa Marta,2025-09-05,22895118
3090,Cúcuta,2025-09-05,23865791
3091,Bogotá,2025-09-06,25589883
3092,Medellín,2025-09-06,5246917
3093,Cali,2025-09-06,6117318
3094,Barranquilla,2025-09-06,18088505
3095,Cartagena,2025-09-06,28354276
3096,Bucaramanga,2025-09-06,26814753
3097,Pereira,2025-09-06,27412019
3098,Manizales,2025-09-06,38803626
3099,Santa Marta,2025-09-06,9913659
3100,Cúcuta,2025-09-06,14972055
3101,Bogotá,2025-09-07,45627863
3102,Medellín,2025-09-07,33836861
3103,Cali,2025-09-07,36589804
3104,Barranquilla,2025-09-07,33012589
3105,Cartagena,2025-09-07,28224972
3106,Bucaramanga,2025-09-07,13964334
3107,Pereira,2025-09-07,42181388
3108,Manizales,2025-09-07,25223777
3109,Santa Marta,2025-09-07,47695627
3110,Cúcuta,2025-09-07,44790740
3111,Bogotá,2025-09-08,7213558
3112,Medellín,2025-09-08,37254782
3113,Cali,2025-09-08,41966178
3114,Barranquilla,2025-09-08,42089640
3115,Cartagena,2025-09-08,48840419
3116,Bucaramanga,2025-09-08,29836417
3117,Pereira,2025-09-08,17514806
3118,Manizales,2025-09-08,5164166
3119,Santa Marta,2025-09-08,5258327
3120,Cúcuta,2025-09-08,31885057
3121,Bogotá,2025-09-09,23567253
3122,Medellín,2025-09-09,37100233
3123,Cali,2025-09-09,27489766
3124,Barranquilla,2025-09-09,21717531
3125,Cartagena,2025-09-09,5418708
3126,Bucaramanga,2025-09-09,41685699
3127,Pereira,2025-09-09,41821936
3128,Manizales,2025-09-09,17649298
3129,Santa Marta,2025-09-09,11935835
3130,Cúcuta,2025-09-09,6262360
3131,Bogotá,2025-09-10,30186751
3132,Medellín,2025-09-10,5370418
3133,Cali,2025-09-10,25431586
3134,Barranquilla,2025-09-10,28183579
3135,Cartagena,2025-09-10,35927446
3136,Bucaramanga,2025-09-10,10133594
3137,Pereira,2025-09-10,20166358
3138,Manizales,2025-09-10,26825056
3139,Santa Marta,2025-09-10,33124846
3140,Cúcuta,2025-09-10,28725404
3141,Bogotá,2025-09-11,41035468
3142,Medellín,2025-09-11,48043393
3143,Cali,2025-09-11,22152506
3144,Barranquilla,2025-09-11,16443443
3145,Cartagena,2025-09-11,14132543
3146,Bucaramanga,2025-09-11,49215574
3147,Pereira,2025-09-11,34519240
3148,Manizales,2025-09-11,22700077
3149,Santa Marta,2025-09-11,16647359
3150,Cúcuta,2025-09-11,24002164
3151,Bogotá,2025-09-12,43024132
3152,Medellín,2025-09-12,9931184
3153,Cali,2025-09-12,29469488
3154,Barranquilla,2025-09-12,20527535
3155,Cartagena,2025-09-12,41967078
3156,Bucaramanga,2025-09-12,11505749
3157,Pereira,2025-09-12,30756440
3158,Manizales,2025-09-12,44842256
3159,Santa Marta,2025-09-12,25265145
3160,Cúcuta,2025-09-12,11019735
3161,Bogotá,2025-09-13,40598366
3162,Medellín,2025-09-13,17419880
3163,Cali,2025-09-13,19032035
3164,Barranquilla,2025-09-13,17212726
3165,Cartagena,2025-09-13,32185314
3166,Bucaramanga,2025-09-13,25482812
3167,Pereira,2025-09-13,5829884
3168,Manizales,2025-09-13,44282270
3169,Santa Marta,2025-09-13,8145816
3170,Cúcuta,2025-09-13,38398363
3171,Bogotá,2025-09-14,34976390
3172,Medellín,2025-09-14,35116996
3173,Cali,2025-09-14,18642847
3174,Barranquilla,2025-09-14,40045151
3175,Cartagena,2025-09-14,33221853
3176,Bucaramanga,2025-09-14,39413342
3177,Pereira,2025-09-14,27046070
3178,Manizales,2025-09-14,18051585
3179,Santa Marta,2025-09-14,28865623
3180,Cúcuta,2025-09-14,21551571
3181,Bogotá,2025-09-15,8139324
3182,Medellín,2025-09-15,9157376
3183,Cali,2025-09-15,41864244
3184,Barranquilla,2025-09-15,49426215
3185,Cartagena,2025-09-15,39765833
3186,Bucaramanga,2025-09-15,11445783
3187,Pereira,2025-09-15,5614402
3188,Manizales,2025-09-15,10148658
3189,Santa Marta,2025-09-15,9069039
3190,Cúcuta,2025-09-15,23585658
3191,Bogotá,2025-09-16,48432767
3192,Medellín,2025-09-16,45792563
3193,Cali,2025-09-16,23089353
3194,Barranquilla,2025-09-16,37904753
3195,Cartagena,2025-09-16,11879918
3196,Bucaramanga,2025-09-16,42226123
3197,Pereira,2025-09-16,13027657
3198,Manizales,2025-09-16,13914995
3199,Santa Marta,2025-09-16,47479828
3200,Cúcuta,2025-09-16,13268667
3201,Bogotá,2025-09-17,46564878
3202,Medellín,2025-09-17,34806683
3203,Cali,2025-09-17,10688864
3204,Barranquilla,2025-09-17,12478098
3205,Cartagena,2025-09-17,19364011
3206,Bucaramanga,2025-09-17,22464657
3207,Pereira,2025-09-17,13169721
3208,Manizales,2025-09-17,45182742
3209,Santa Marta,2025-09-17,29713247
3210,Cúcuta,2025-09-17,26562177
3211,Bogotá,2025-09-18,7245199
3212,Medellín,2025-09-18,24523786
3213,Cali,2025-09-18,42770015
3214,Barranquilla,2025-09-18,37759213
3215,Cartagena,2025-09-18,8457940
3216,Bucaramanga,2025-09-18,44263641
3217,Pereira,2025-09-18,47599229
3218,Manizales,2025-09-18,40733215
3219,Santa Marta,2025-09-18,40408173
3220,Cúcuta,2025-09-18,27404766
3221,Bogotá,2025-09-19,22673923
3222,Medellín,2025-09-19,45469223
3223,Cali,2025-09-19,16404923
3224,Barranquilla,2025-09-19,23633849
3225,Cartagena,2025-09-19,24467270
3226,Bucaramanga,2025-09-19,13824392
3227,Pereira,2025-09-19,45554202
3228,Manizales,2025-09-19,6299273
3229,Santa Marta,2025-09-19,38006647
3230,Cúcuta,2025-09-19,49954634
3231,Bogotá,2025-09-20,6963669
3232,Medellín,2025-09-20,29734512
3233,Cali,2025-09-20,21702252
3234,Barranquilla,2025-09-20,43744745
3235,Cartagena,2025-09-20,16994534
3236,Bucaramanga,2025-09-20,12561604
3237,Pereira,2025-09-20,45838255
3238,Manizales,2025-09-20,41869654
3239,Santa Marta,2025-09-20,11808805
3240,Cúcuta,2025-09-20,19328852
3241,Bogotá,2025-09-21,31501929
3242,Medellín,2025-09-21,16427129
3243,Cali,2025-09-21,39852199
3244,Barranquilla,2025-09-21,28911001
3245,Cartagena,2025-09-21,5144647
3246,Bucaramanga,2025-09-21,40330091
3247,Pereira,2025-09-21,7340044
3248,Manizales,2025-09-21,13954292
3249,Santa Marta,2025-09-21,35724594
3250,Cúcuta,2025-09-21,12742674
3251,Bogotá,2025-09-22,44174145
3252,Medellín,2025-09-22,33900384
3253,Cali,2025-09-22,35252127
3254,Barranquilla,2025-09-22,7967570
3255,Cartagena,2025-09-22,32831254
3256,Bucaramanga,2025-09-22,25885549
3257,Pereira,2025-09-22,31804863
3258,Manizales,2025-09-22,49666793
3259,Santa Marta,2025-09-22,49655046
3260,Cúcuta,2025-09-22,16152445
3261,Bogotá,2025-09-23,19066656
3262,Medellín,2025-09-23,31855158
3263,Cali,2025-09-23,43980184
3264,Barranquilla,2025-09-23,43256883
3265,Cartagena,2025-09-23,19860724
3266,Bucaramanga,2025-09-23,26607871
3267,Pereira,2025-09-23,21432488
3268,Manizales,2025-09-23,32046685
3269,Santa Marta,2025-09-23,9827243
3270,Cúcuta,2025-09-23,28128031
3271,Bogotá,2025-09-24,15587526
3272,Medellín,2025-09-24,36239975
3273,Cali,2025-09-24,42066331
3274,Barranquilla,2025-09-24,10169048
3275,Cartagena,2025-09-24,26588772
3276,Bucaramanga,2025-09-24,22409793
3277,Pereira,2025-09-24,46133041
3278,Manizales,2025-09-24,6360231
3279,Santa Marta,2025-09-24,14058387
3280,Cúcuta,2025-09-24,47639567
3281,Bogotá,2025-09-25,24510904
3282,Medellín,2025-09-25,45871667
3283,Cali,2025-09-25,44289209
3284,Barranquilla,2025-09-25,22525239
3285,Cartagena,2025-09-25,36501663
3286,Bucaramanga,2025-09-25,40946525
3287,Pereira,2025-09-25,47459947
3288,Manizales,2025-09-25,19342411
3289,Santa Marta,2025-09-25,26239351
3290,Cúcuta,2025-09-25,16266587
3291,Bogotá,2025-09-26,15107246
3292,Medellín,2025-09-26,40105481
3293,Cali,2025-09-26,7983050
3294,Barranquilla,2025-09-26,40562025
3295,Cartagena,2025-09-26,22433553
3296,Bucaramanga,2025-09-26,32880032
3297,Pereira,2025-09-26,49816906
3298,Manizales,2025-09-26,19281845
3299,Santa Marta,2025-09-26,6243243
3300,Cúcuta,2025-09-26,42450062
3301,Bogotá,2025-09-27,47941756
3302,Medellín,2025-09-27,39990330
3303,Cali,2025-09-27,16204772
3304,Barranquilla,2025-09-27,31055129
3305,Cartagena,2025-09-27,42900413
3306,Bucaramanga,2025-09-27,39694142
3307,Pereira,2025-09-27,22723582
3308,Manizales,2025-09-27,33062625
3309,Santa Marta,2025-09-27,17313100
3310,Cúcuta,2025-09-27,32968231
3311,Bogotá,2025-09-28,38389529
3312,Medellín,2025-09-28,42509243
3313,Cali,2025-09-28,28469527
3314,Barranquilla,2025-09-28,39237342
3315,Cartagena,2025-09-28,47453007
3316,Bucaramanga,2025-09-28,25106762
3317,Pereira,2025-09-28,13926418
3318,Manizales,2025-09-28,42611877
3319,Santa Marta,2025-09-28,19721068
3320,Cúcuta,2025-09-28,11868904
3321,Bogotá,2025-09-29,27030202
3322,Medellín,2025-09-29,36851112
3323,Cali,2025-09-29,31061590
3324,Barranquilla,2025-09-29,14808624
3325,Cartagena,2025-09-29,32367683
3326,Bucaramanga,2025-09-29,5965734
3327,Pereira,2025-09-29,14375043
3328,Manizales,2025-09-29,48620894
3329,Santa Marta,2025-09-29,9311174
3330,Cúcuta,2025-09-29,18651506
3331,Bogotá,2025-09-30,27611327
3332,Medellín,2025-09-30,43730385
3333,Cali,2025-09-30,17564787
3334,Barranquilla,2025-09-30,35041256
3335,Cartagena,2025-09-30,6196253
3336,Bucaramanga,2025-09-30,35777144
3337,Pereira,2025-09-30,31694679
3338,Manizales,2025-09-30,47074898
3339,Santa Marta,2025-09-30,20908023
3340,Cúcuta,2025-09-30,43352312
3341,Bogotá,2025-10-01,13356016
3342,Medellín,2025-10-01,7326785
3343,Cali,2025-10-01,19493662
3344,Barranquilla,2025-10-01,38401617
3345,Cartagena,2025-10-01,17108296
3346,Bucaramanga,2025-10-01,14311162
3347,Pereira,2025-10-01,32184321
3348,Manizales,2025-10-01,46276003
3349,Santa Marta,2025-10-01,5503885
3350,Cúcuta,2025-10-01,33533116
3351,Bogotá,2025-10-02,32385074
3352,Medellín,2025-10-02,18696693
3353,Cali,2025-10-02,41754862
3354,Barranquilla,2025-10-02,27416943
3355,Cartagena,2025-10-02,33948997
3356,Bucaramanga,2025-10-02,23897160
3357,Pereira,2025-10-02,42236199
3358,Manizales,2025-10-02,7389243
3359,Santa Marta,2025-10-02,17157564
3360,Cúcuta,2025-10-02,29723079
3361,Bogotá,2025-10-03,42602659
3362,Medellín,2025-10-03,24986244
3363,Cali,2025-10-03,23368325
3364,Barranquilla,2025-10-03,28648941
3365,Cartagena,2025-10-03,40612039
3366,Bucaramanga,2025-10-03,32464376
3367,Pereira,2025-10-03,44400356
3368,Manizales,2025-10-03,9283335
3369,Santa Marta,2025-10-03,20394641
3370,Cúcuta,2025-10-03,18899604
3371,Bogotá,2025-10-04,35302511
3372,Medellín,2025-10-04,47264656
3373,Cali,2025-10-04,13310653
3374,Barranquilla,2025-10-04,35269177
3375,Cartagena,2025-10-04,13153047
3376,Bucaramanga,2025-10-04,7923343
3377,Pereira,2025-10-04,46500712
3378,Manizales,2025-10-04,23902525
3379,Santa Marta,2025-10-04,23307537
3380,Cúcuta,2025-10-04,26253221
3381,Bogotá,2025-10-05,41838205
3382,Medellín,2025-10-05,38267983
3383,Cali,2025-10-05,31865724
3384,Barranquilla,2025-10-05,29620922
3385,Cartagena,2025-10-05,34834894
3386,Bucaramanga,2025-10-05,42993432
3387,Pereira,2025-10-05,7346845
3388,Manizales,2025-10-05,18047029
3389,Santa Marta,2025-10-05,16614749
3390,Cúcuta,2025-10-05,24095805
3391,Bogotá,2025-10-06,22078958
3392,Medellín,2025-10-06,27147077
3393,Cali,2025-10-06,30673180
3394,Barranquilla,2025-10-06,48801280
3395,Cartagena,2025-10-06,26415069
3396,Bucaramanga,2025-10-06,6620654
3397,Pereira,2025-10-06,23696457
3398,Manizales,2025-10-06,29491336
3399,Santa Marta,2025-10-06,17758720
3400,Cúcuta,2025-10-06,44656253
3401,Bogotá,2025-10-07,42798419
3402,Medellín,2025-10-07,31587812
3403,Cali,2025-10-07,30089254
3404,Barranquilla,2025-10-07,33718728
3405,Cartagena,2025-10-07,36349524
3406,Bucaramanga,2025-10-07,32093046
3407,Pereira,2025-10-07,38744371
3408,Manizales,2025-10-07,23028335
3409,Santa Marta,2025-10-07,18686021
3410,Cúcuta,2025-10-07,6256723
3411,Bogotá,2025-10-08,18213773
3412,Medellín,2025-10-08,29413510
3413,Cali,2025-10-08,27405222
3414,Barranquilla,2025-10-08,49236100
3415,Cartagena,2025-10-08,33597141
3416,Bucaramanga,2025-10-08,12552127
3417,Pereira,2025-10-08,47716731
3418,Manizales,2025-10-08,21363666
3419,Santa Marta,2025-10-08,12703989
3420,Cúcuta,2025-10-08,38955636
3421,Bogotá,2025-10-09,11431431
3422,Medellín,2025-10-09,29242995
3423,Cali,2025-10-09,17076936
3424,Barranquilla,2025-10-09,45666649
3425,Cartagena,2025-10-09,33122065
3426,Bucaramanga,2025-10-09,6663555
3427,Pereira,2025-10-09,36243837
3428,Manizales,2025-10-09,41296786
3429,Santa Marta,2025-10-09,25960433
3430,Cúcuta,2025-10-09,28447864
3431,Bogotá,2025-10-10,7229965
3432,Medellín,2025-10-10,36784036
3433,Cali,2025-10-10,34861068
3434,Barranquilla,2025-10-10,12346960
3435,Cartagena,2025-10-10,34394267
3436,Bucaramanga,2025-10-10,39709193
3437,Pereira,2025-10-10,29087718
3438,Manizales,2025-10-10,24778579
3439,Santa Marta,2025-10-10,46605013
3440,Cúcuta,2025-10-10,29617050
3441,Bogotá,2025-10-11,24138101
3442,Medellín,2025-10-11,8111054
3443,Cali,2025-10-11,13163638
3444,Barranquilla,2025-10-11,25250801
3445,Cartagena,2025-10-11,12043985
3446,Bucaramanga,2025-10-11,41843728
3447,Pereira,2025-10-11,44311255
3448,Manizales,2025-10-11,26800265
3449,Santa Marta,2025-10-11,9802181
3450,Cúcuta,2025-10-11,25787453
3451,Bogotá,2025-10-12,21936817
3452,Medellín,2025-10-12,6171361
3453,Cali,2025-10-12,36142097
3454,Barranquilla,2025-10-12,49209554
3455,Cartagena,2025-10-12,17621263
3456,Bucaramanga,2025-10-12,8174358
3457,Pereira,2025-10-12,36659849
3458,Manizales,2025-10-12,15766457
3459,Santa Marta,2025-10-12,16907549
3460,Cúcuta,2025-10-12,12130312
3461,Bogotá,2025-10-13,13701488
3462,Medellín,2025-10-13,18960694
3463,Cali,2025-10-13,13116544
3464,Barranquilla,2025-10-13,45510016
3465,Cartagena,2025-10-13,24944376
3466,Bucaramanga,2025-10-13,10900624
3467,Pereira,2025-10-13,47036181
3468,Manizales,2025-10-13,21562486
3469,Santa Marta,2025-10-13,18261145
3470,Cúcuta,2025-10-13,10970625
3471,Bogotá,2025-10-14,41053705
3472,Medellín,2025-10-14,9860616
3473,Cali,2025-10-14,20092400
3474,Barranquilla,2025-10-14,45485130
3475,Cartagena,2025-10-14,14298637
3476,Bucaramanga,2025-10-14,8749408
3477,Pereira,2025-10-14,36841244
3478,Manizales,2025-10-14,36576719
3479,Santa Marta,2025-10-14,12509095
3480,Cúcuta,2025-10-14,27764518
3481,Bogotá,2025-10-15,12284707
3482,Medellín,2025-10-15,16749067
3483,Cali,2025-10-15,36533661
3484,Barranquilla,2025-10-15,34785603
3485,Cartagena,2025-10-15,37367163
3486,Bucaramanga,2025-10-15,9224262
3487,Pereira,2025-10-15,33591274
3488,Manizales,2025-10-15,28910820
3489,Santa Marta,2025-10-15,15756070
3490,Cúcuta,2025-10-15,22079137
3491,Bogotá,2025-10-16,34471971
3492,Medellín,2025-10-16,47234039
3493,Cali,2025-10-16,25869928
3494,Barranquilla,2025-10-16,27244643
3495,Cartagena,2025-10-16,34638294
3496,Bucaramanga,2025-10-16,24404018
3497,Pereira,2025-10-16,35043994
3498,Manizales,2025-10-16,40851812
3499,Santa Marta,2025-10-16,46675322
3500,Cúcuta,2025-10-16,24631532
3501,Bogotá,2025-10-17,5049536
3502,Medellín,2025-10-17,18248732
3503,Cali,2025-10-17,23848590
3504,Barranquilla,2025-10-17,42886280
3505,Cartagena,2025-10-17,47630971
3506,Bucaramanga,2025-10-17,40585594
3507,Pereira,2025-10-17,12545595
3508,Manizales,2025-10-17,44889544
3509,Santa Marta,2025-10-17,48742786
3510,Cúcuta,2025-10-17,23785683
3511,Bogotá,2025-10-18,6103339
3512,Medellín,2025-10-18,7763040
3513,Cali,2025-10-18,5597632
3514,Barranquilla,2025-10-18,17749730
3515,Cartagena,2025-10-18,32584948
3516,Bucaramanga,2025-10-18,13187012
3517,Pereira,2025-10-18,29393949
3518,Manizales,2025-10-18,30037288
3519,Santa Marta,2025-10-18,22173061
3520,Cúcuta,2025-10-18,33443422
3521,Bogotá,2025-10-19,35516647
3522,Medellín,2025-10-19,36936613
3523,Cali,2025-10-19,27470092
3524,Barranquilla,2025-10-19,34577279
3525,Cartagena,2025-10-19,23575738
3526,Bucaramanga,2025-10-19,32695592
3527,Pereira,2025-10-19,33453824
3528,Manizales,2025-10-19,15786410
3529,Santa Marta,2025-10-19,15978504
3530,Cúcuta,2025-10-19,46422862
3531,Bogotá,2025-10-20,45137660
3532,Medellín,2025-10-20,31752506
3533,Cali,2025-10-20,31175065
3534,Barranquilla,2025-10-20,29682987
3535,Cartagena,2025-10-20,16777136
3536,Bucaramanga,2025-10-20,16754634
3537,Pereira,2025-10-20,29308617
3538,Manizales,2025-10-20,31694701
3539,Santa Marta,2025-10-20,7031132
3540,Cúcuta,2025-10-20,25298124
3541,Bogotá,2025-10-21,41884848
3542,Medellín,2025-10-21,27017669
3543,Cali,2025-10-21,17787698
3544,Barranquilla,2025-10-21,34992214
